Org,Experiment,Side,Well_ID,Row,Col,CTG,Compound_ID,Concentration,Units,Description,CTG_Norm
Org64,2,right,C13,C,13,2350,DMSO,0,uM,ctrl,0.918506938
Org64,2,right,C14,C,14,11784,Docetaxel,20,uM,Sample,4.605823725
Org64,2,right,C15,C,15,10445,Docetaxel,10,uM,Sample,4.082470197
Org64,2,right,C16,C,16,9041,Docetaxel,7.5,uM,Sample,3.533711159
Org64,2,right,C17,C,17,10318,Docetaxel,5,uM,Sample,4.032831737
Org64,2,right,C18,C,18,9473,Docetaxel,2,uM,Sample,3.702560094
Org64,2,right,C19,C,19,9159,Docetaxel,1,uM,Sample,3.579831933
Org64,2,right,C20,C,20,8700,Docetaxel,0.75,uM,Sample,3.400429939
Org64,2,right,C21,C,21,7868,Docetaxel,0.5,uM,Sample,3.075239398
Org64,2,right,C22,C,22,8262,Docetaxel,0.2,uM,Sample,3.22923588
Org64,2,right,C23,C,23,8254,Docetaxel,0.1,uM,Sample,3.226109048
Org64,2,left,D2,D,2,4547,DMSO,0,uM,ctrl,1.306046244
Org64,2,left,D3,D,3,5153,Leucovorin,20,uM,Sample,1.480109148
Org64,2,left,D4,D,4,5512,Leucovorin,10,uM,Sample,1.583225621
Org64,2,left,D5,D,5,5419,Leucovorin,7.5,uM,Sample,1.556512997
Org64,2,left,D6,D,6,5539,Leucovorin,5,uM,Sample,1.590980899
Org64,2,left,D7,D,7,4902,Leucovorin,2,uM,Sample,1.408013787
Org64,2,left,D8,D,8,5580,Leucovorin,1,uM,Sample,1.602757432
Org64,2,left,D9,D,9,6443,Leucovorin,0.75,uM,Sample,1.850639092
Org64,2,left,D10,D,10,7083,Leucovorin,0.5,uM,Sample,2.034467902
Org64,2,left,D11,D,11,6493,Leucovorin,0.2,uM,Sample,1.865000718
Org64,2,left,D12,D,12,7595,Leucovorin,0.1,uM,Sample,2.181530949
Org64,2,right,D13,D,13,2767,DMSO,0,uM,ctrl,1.081493062
Org64,2,right,D14,D,14,292,Cisplatin,20,uM,Sample,0.114129373
Org64,2,right,D15,D,15,2428,Cisplatin,10,uM,Sample,0.948993551
Org64,2,right,D16,D,16,2379,Cisplatin,7.5,uM,Sample,0.929841704
Org64,2,right,D17,D,17,2412,Cisplatin,5,uM,Sample,0.942739887
Org64,2,right,D18,D,18,2801,Cisplatin,2,uM,Sample,1.094782099
Org64,2,right,D19,D,19,3258,Cisplatin,1,uM,Sample,1.273402384
Org64,2,right,D20,D,20,3566,Cisplatin,0.75,uM,Sample,1.393785421
Org64,2,right,D21,D,21,4377,Cisplatin,0.5,uM,Sample,1.710768028
Org64,2,right,D22,D,22,4420,Cisplatin,0.2,uM,Sample,1.727574751
Org64,2,right,D23,D,23,5759,Cisplatin,0.1,uM,Sample,2.250928278
Org64,2,left,E2,E,2,4499,Media,0,uM,ctrl,1.292259084
Org64,2,left,E3,E,3,6231,Irinotecan,20,uM,Sample,1.789745799
Org64,2,left,E4,E,4,5717,Irinotecan,10,uM,Sample,1.642108287
Org64,2,left,E5,E,5,5631,Irinotecan,7.5,uM,Sample,1.61740629
Org64,2,left,E6,E,6,6442,Irinotecan,5,uM,Sample,1.85035186
Org64,2,left,E7,E,7,6649,Irinotecan,2,uM,Sample,1.90980899
Org64,2,left,E8,E,8,5441,Irinotecan,1,uM,Sample,1.562832113
Org64,2,left,E9,E,9,5879,Irinotecan,0.75,uM,Sample,1.688639954
Org64,2,left,E10,E,10,8593,Irinotecan,0.5,uM,Sample,2.468188999
Org64,2,left,E11,E,11,8609,Irinotecan,0.2,uM,Sample,2.472784719
Org64,2,left,E12,E,12,8365,Irinotecan,0.1,uM,Sample,2.402699986
Org64,2,right,E13,E,13,3910,Media,0,uM,ctrl,1.528239203
Org64,2,right,E14,E,14,10509,Paclitaxel,20,uM,ctrl,4.107484854
Org64,2,right,E15,E,15,10697,Paclitaxel,10,uM,ctrl,4.180965409
Org64,2,right,E16,E,16,10499,Paclitaxel,7.5,uM,ctrl,4.103576314
Org64,2,right,E17,E,17,9535,Paclitaxel,5,uM,ctrl,3.726793043
Org64,2,right,E18,E,18,8303,Paclitaxel,2,uM,ctrl,3.245260895
Org64,2,right,E19,E,19,8168,Paclitaxel,1,uM,ctrl,3.192495603
Org64,2,right,E20,E,20,7666,Paclitaxel,0.75,uM,ctrl,2.996286887
Org64,2,right,E21,E,21,7333,Paclitaxel,0.5,uM,ctrl,2.8661325
Org64,2,right,E22,E,22,8087,Paclitaxel,0.2,uM,ctrl,3.160836428
Org64,2,right,E23,E,23,7816,Paclitaxel,0.1,uM,ctrl,3.054914989
Org64,2,left,F2,F,2,2097,DMSO,0,uM,ctrl,0.602326583
Org64,2,left,F3,F,3,3038,Oxaliplatin,20,uM,Sample,0.87261238
Org64,2,left,F4,F,4,3677,Oxaliplatin,10,uM,Sample,1.056153957
Org64,2,left,F5,F,5,3773,Oxaliplatin,7.5,uM,Sample,1.083728278
Org64,2,left,F6,F,6,3608,Oxaliplatin,5,uM,Sample,1.036334913
Org64,2,left,F7,F,7,4776,Oxaliplatin,2,uM,Sample,1.37182249
Org64,2,left,F8,F,8,6029,Oxaliplatin,1,uM,Sample,1.731724831
Org64,2,left,F9,F,9,5773,Oxaliplatin,0.75,uM,Sample,1.658193307
Org64,2,left,F10,F,10,8180,Oxaliplatin,0.5,uM,Sample,2.34956197
Org64,2,left,F11,F,11,6955,Oxaliplatin,0.2,uM,Sample,1.99770214
Org64,2,left,F12,F,12,7263,Oxaliplatin,0.1,uM,Sample,2.086169754
Org64,2,right,F13,F,13,1681,DMSO,0,uM,ctrl,0.657025601
Org64,2,right,F14,F,14,694,Topotecan,20,uM,Sample,0.271252687
Org64,2,right,F15,F,15,343,Topotecan,10,uM,Sample,0.134062927
Org64,2,right,F16,F,16,314,Topotecan,7.5,uM,Sample,0.122728161
Org64,2,right,F17,F,17,333,Topotecan,5,uM,Sample,0.130154387
Org64,2,right,F18,F,18,2345,Topotecan,2,uM,Sample,0.916552668
Org64,2,right,F19,F,19,6113,Topotecan,1,uM,Sample,2.3892906
Org64,2,right,F20,F,20,6693,Topotecan,0.75,uM,Sample,2.615985929
Org64,2,right,F21,F,21,5403,Topotecan,0.5,uM,Sample,2.111784249
Org64,2,right,F22,F,22,4554,Topotecan,0.2,uM,Sample,1.779949189
Org64,2,right,F23,F,23,5963,Topotecan,0.1,uM,Sample,2.330662498
Org64,2,left,G2,G,2,3600,DMSO,0,uM,ctrl,1.034037053
Org64,2,left,G3,G,3,756,Doxorubicin,20,uM,Sample,0.217147781
Org64,2,left,G4,G,4,1548,Doxorubicin,10,uM,Sample,0.444635933
Org64,2,left,G5,G,5,4123,Doxorubicin,7.5,uM,Sample,1.184259658
Org64,2,left,G6,G,6,6080,Doxorubicin,5,uM,Sample,1.74637369
Org64,2,left,G7,G,7,8545,Doxorubicin,2,uM,Sample,2.454401838
Org64,2,left,G8,G,8,7051,Doxorubicin,1,uM,Sample,2.025276461
Org64,2,left,G9,G,9,8114,Doxorubicin,0.75,uM,Sample,2.330604624
Org64,2,left,G10,G,10,4986,Doxorubicin,0.5,uM,Sample,1.432141318
Org64,2,left,G11,G,11,6501,Doxorubicin,0.2,uM,Sample,1.867298578
Org64,2,left,G12,G,12,2404,Doxorubicin,0.1,uM,Sample,0.690506965
Org64,2,right,G13,G,13,2853,DMSO,0,uM,ctrl,1.115106508
Org64,2,right,G14,G,14,117,Mitomycin C,20,uM,ctrl,0.04572992
Org64,2,right,G15,G,15,175,Mitomycin C,10,uM,ctrl,0.068399453
Org64,2,right,G16,G,16,257,Mitomycin C,7.5,uM,ctrl,0.100449482
Org64,2,right,G17,G,17,889,Mitomycin C,5,uM,ctrl,0.34746922
Org64,2,right,G18,G,18,5252,Mitomycin C,2,uM,ctrl,2.052765292
Org64,2,right,G19,G,19,5715,Mitomycin C,1,uM,ctrl,2.233730702
Org64,2,right,G20,G,20,5667,Mitomycin C,0.75,uM,ctrl,2.214969709
Org64,2,right,G21,G,21,5125,Mitomycin C,0.5,uM,ctrl,2.003126832
Org64,2,right,G22,G,22,6919,Mitomycin C,0.2,uM,ctrl,2.704318937
Org64,2,right,G23,G,23,5937,Mitomycin C,0.1,uM,ctrl,2.320500293
Org64,2,left,H2,H,2,3615,Media,0,uM,ctrl,1.038345541
Org64,2,left,H3,H,3,5703,Gemcitabine,20,uM,Sample,1.638087031
Org64,2,left,H4,H,4,5232,Gemcitabine,10,uM,Sample,1.502800517
Org64,2,left,H5,H,5,5989,Gemcitabine,7.5,uM,Sample,1.720235531
Org64,2,left,H6,H,6,6104,Gemcitabine,5,uM,Sample,1.75326727
Org64,2,left,H7,H,7,6073,Gemcitabine,2,uM,Sample,1.744363062
Org64,2,left,H8,H,8,5586,Gemcitabine,1,uM,Sample,1.604480827
Org64,2,left,H9,H,9,5798,Gemcitabine,0.75,uM,Sample,1.66537412
Org64,2,left,H10,H,10,5895,Gemcitabine,0.5,uM,Sample,1.693235674
Org64,2,left,H11,H,11,4876,Gemcitabine,0.2,uM,Sample,1.400545742
Org64,2,left,H12,H,12,1883,Gemcitabine,0.1,uM,Sample,0.540858825
Org64,2,right,H13,H,13,1354,Media,0,uM,ctrl,0.529216338
Org64,2,right,H14,H,14,22,Cetuximab,5,uM,Sample,0.008598788
Org64,2,right,H15,H,15,31,Cetuximab,2,uM,Sample,0.012116474
Org64,2,right,H16,H,16,26,Cetuximab,1,uM,Sample,0.010162204
Org64,2,right,H17,H,17,58,Cetuximab,0.75,uM,Sample,0.022669533
Org64,2,right,H18,H,18,899,Cetuximab,0.5,uM,Sample,0.35137776
Org64,2,right,H19,H,19,2623,Cetuximab,0.2,uM,Sample,1.025210084
Org64,2,right,H20,H,20,3647,Cetuximab,0.1,uM,Sample,1.425444596
Org64,2,right,H21,H,21,3887,Cetuximab,0.1,uM,Sample,1.51924956
Org64,2,right,H22,H,22,4319,Cetuximab,0,uM,Sample,1.688098495
Org64,2,right,H23,H,23,7266,Cetuximab,0,uM,Sample,2.83994528
Org64,2,left,I2,I,2,2348,DMSO,0,uM,ctrl,0.674421945
Org64,2,left,I3,I,3,214,Staurosporine,20,uM,ctrl,0.061467758
Org64,2,left,I4,I,4,839,Staurosporine,10,uM,ctrl,0.24098808
Org64,2,left,I5,I,5,1032,Staurosporine,7.5,uM,ctrl,0.296423955
Org64,2,left,I6,I,6,519,Staurosporine,5,uM,ctrl,0.149073675
Org64,2,left,I7,I,7,915,Staurosporine,2,uM,ctrl,0.262817751
Org64,2,left,I8,I,8,1137,Staurosporine,1,uM,ctrl,0.326583369
Org64,2,left,I9,I,9,551,Staurosporine,0.75,uM,ctrl,0.158265116
Org64,2,left,I10,I,10,666,Staurosporine,0.5,uM,ctrl,0.191296855
Org64,2,left,I11,I,11,1504,Staurosporine,0.2,uM,ctrl,0.431997702
Org64,2,left,I12,I,12,2370,Staurosporine,0.1,uM,ctrl,0.68074106
Org64,2,right,I13,I,13,1153,DMSO,0,uM,ctrl,0.45065468
Org64,2,right,I14,I,14,128,Carboplatin,20,uM,ctrl,0.050029314
Org64,2,right,I15,I,15,3171,Carboplatin,10,uM,ctrl,1.239398085
Org64,2,right,I16,I,16,1588,Carboplatin,7.5,uM,ctrl,0.620676177
Org64,2,right,I17,I,17,3617,Carboplatin,5,uM,ctrl,1.413718976
Org64,2,right,I18,I,18,4501,Carboplatin,2,uM,ctrl,1.759233926
Org64,2,right,I19,I,19,2698,Carboplatin,1,uM,ctrl,1.054524135
Org64,2,right,I20,I,20,4591,Carboplatin,0.75,uM,ctrl,1.794410788
Org64,2,right,I21,I,21,5915,Carboplatin,0.5,uM,ctrl,2.311901505
Org64,2,right,I22,I,22,4787,Carboplatin,0.2,uM,ctrl,1.871018175
Org64,2,right,I23,I,23,7137,Carboplatin,0.1,uM,ctrl,2.789525112
Org64,2,left,J2,J,2,4266,DMSO,0,uM,ctrl,1.225333908
Org64,2,left,J3,J,3,7360,5-Fluouracil,20,uM,Sample,2.114031308
Org64,2,left,J4,J,4,6187,5-Fluouracil,10,uM,Sample,1.777107569
Org64,2,left,J5,J,5,6350,5-Fluouracil,7.5,uM,Sample,1.823926468
Org64,2,left,J6,J,6,6483,5-Fluouracil,5,uM,Sample,1.862128393
Org64,2,left,J7,J,7,6846,5-Fluouracil,2,uM,Sample,1.966393796
Org64,2,left,J8,J,8,6055,5-Fluouracil,1,uM,Sample,1.739192877
Org64,2,left,J9,J,9,2886,5-Fluouracil,0.75,uM,Sample,0.828953037
Org64,2,left,J10,J,10,7629,5-Fluouracil,0.5,uM,Sample,2.191296855
Org64,2,left,J11,J,11,6083,5-Fluouracil,0.2,uM,Sample,1.747235387
Org64,2,left,J12,J,12,7270,5-Fluouracil,0.1,uM,Sample,2.088180382
Org64,2,right,J13,J,13,1145,DMSO,0,uM,ctrl,0.447527848
Org64,2,right,J14,J,14,4582,Docetaxel,20,uM,Sample,1.790893101
Org64,2,right,J15,J,15,5768,Docetaxel,10,uM,Sample,2.254445964
Org64,2,right,J16,J,16,9188,Docetaxel,7.5,uM,Sample,3.591166699
Org64,2,right,J17,J,17,9357,Docetaxel,5,uM,Sample,3.657221028
Org64,2,right,J18,J,18,9963,Docetaxel,2,uM,Sample,3.894078562
Org64,2,right,J19,J,19,8652,Docetaxel,1,uM,Sample,3.381668947
Org64,2,right,J20,J,20,9962,Docetaxel,0.75,uM,Sample,3.893687708
Org64,2,right,J21,J,21,8371,Docetaxel,0.5,uM,Sample,3.271838968
Org64,2,right,J22,J,22,7781,Docetaxel,0.2,uM,Sample,3.041235099
Org64,2,right,J23,J,23,8282,Docetaxel,0.1,uM,Sample,3.237052961
Org64,2,left,K2,K,2,5334,Media,0,uM,ctrl,1.532098234
Org64,2,left,K3,K,3,7475,Leucovorin,20,uM,Sample,2.147063048
Org64,2,left,K4,K,4,5477,Leucovorin,10,uM,Sample,1.573172483
Org64,2,left,K5,K,5,8433,Leucovorin,7.5,uM,Sample,2.422231797
Org64,2,left,K6,K,6,7990,Leucovorin,5,uM,Sample,2.294987793
Org64,2,left,K7,K,7,7072,Leucovorin,2,uM,Sample,2.031308344
Org64,2,left,K8,K,8,7487,Leucovorin,1,uM,Sample,2.150509838
Org64,2,left,K9,K,9,10697,Leucovorin,0.75,uM,Sample,3.07252621
Org64,2,left,K10,K,10,10027,Leucovorin,0.5,uM,Sample,2.880080425
Org64,2,left,K11,K,11,7095,Leucovorin,0.2,uM,Sample,2.037914692
Org64,2,left,K12,K,12,10001,Leucovorin,0.1,uM,Sample,2.87261238
Org64,2,right,K13,K,13,4241,Media,0,uM,ctrl,1.657611882
Org64,2,right,K14,K,14,340,Cisplatin,20,uM,Sample,0.132890365
Org64,2,right,K15,K,15,4103,Cisplatin,10,uM,Sample,1.603674028
Org64,2,right,K16,K,16,3449,Cisplatin,7.5,uM,Sample,1.348055501
Org64,2,right,K17,K,17,3047,Cisplatin,5,uM,Sample,1.190932187
Org64,2,right,K18,K,18,2948,Cisplatin,2,uM,Sample,1.152237639
Org64,2,right,K19,K,19,4580,Cisplatin,1,uM,Sample,1.790111393
Org64,2,right,K20,K,20,6930,Cisplatin,0.75,uM,Sample,2.708618331
Org64,2,right,K21,K,21,5255,Cisplatin,0.5,uM,Sample,2.053937854
Org64,2,right,K22,K,22,7149,Cisplatin,0.2,uM,Sample,2.794215361
Org64,2,right,K23,K,23,9647,Cisplatin,0.1,uM,Sample,3.770568693
Org64,2,left,L2,L,2,3217,DMSO,0,uM,ctrl,0.924027
Org64,2,left,L3,L,3,5512,Irinotecan,20,uM,Sample,1.583225621
Org64,2,left,L4,L,4,5144,Irinotecan,10,uM,Sample,1.477524056
Org64,2,left,L5,L,5,5201,Irinotecan,7.5,uM,Sample,1.493896309
Org64,2,left,L6,L,6,5249,Irinotecan,5,uM,Sample,1.50768347
Org64,2,left,L7,L,7,6284,Irinotecan,2,uM,Sample,1.804969123
Org64,2,left,L8,L,8,6446,Irinotecan,1,uM,Sample,1.85150079
Org64,2,left,L9,L,9,5880,Irinotecan,0.75,uM,Sample,1.688927187
Org64,2,left,L10,L,10,4990,Irinotecan,0.5,uM,Sample,1.433290248
Org64,2,left,L11,L,11,6500,Irinotecan,0.2,uM,Sample,1.867011346
Org64,2,left,L12,L,12,7070,Irinotecan,0.1,uM,Sample,2.030733879
Org64,2,right,L13,L,13,3778,DMSO,0,uM,ctrl,1.476646473
Org64,2,right,L14,L,14,4509,Paclitaxel,20,uM,ctrl,1.762360758
Org64,2,right,L15,L,15,5776,Paclitaxel,10,uM,ctrl,2.257572797
Org64,2,right,L16,L,16,6939,Paclitaxel,7.5,uM,ctrl,2.712136017
Org64,2,right,L17,L,17,9952,Paclitaxel,5,uM,ctrl,3.889779167
Org64,2,right,L18,L,18,8747,Paclitaxel,2,uM,ctrl,3.418800078
Org64,2,right,L19,L,19,8701,Paclitaxel,1,uM,ctrl,3.400820793
Org64,2,right,L20,L,20,7627,Paclitaxel,0.75,uM,ctrl,2.98104358
Org64,2,right,L21,L,21,7116,Paclitaxel,0.5,uM,ctrl,2.781317178
Org64,2,right,L22,L,22,7392,Paclitaxel,0.2,uM,ctrl,2.889192886
Org64,2,right,L23,L,23,7111,Paclitaxel,0.1,uM,ctrl,2.779362908
Org64,2,left,M2,M,2,6022,DMSO,0,uM,ctrl,1.729714204
Org64,2,left,M3,M,3,2881,Oxaliplatin,20,uM,Sample,0.827516875
Org64,2,left,M4,M,4,3093,Oxaliplatin,10,uM,Sample,0.888410168
Org64,2,left,M5,M,5,3814,Oxaliplatin,7.5,uM,Sample,1.095504811
Org64,2,left,M6,M,6,4753,Oxaliplatin,5,uM,Sample,1.365216142
Org64,2,left,M7,M,7,4119,Oxaliplatin,2,uM,Sample,1.183110728
Org64,2,left,M8,M,8,5452,Oxaliplatin,1,uM,Sample,1.56599167
Org64,2,left,M9,M,9,5892,Oxaliplatin,0.75,uM,Sample,1.692373977
Org64,2,left,M10,M,10,5179,Oxaliplatin,0.5,uM,Sample,1.487577194
Org64,2,left,M11,M,11,6184,Oxaliplatin,0.2,uM,Sample,1.776245871
Org64,2,left,M12,M,12,6487,Oxaliplatin,0.1,uM,Sample,1.863277323
Org64,2,right,M13,M,13,4602,DMSO,0,uM,ctrl,1.798710182
Org64,2,right,M14,M,14,533,Topotecan,20,uM,Sample,0.208325191
Org64,2,right,M15,M,15,89,Topotecan,10,uM,Sample,0.034786007
Org64,2,right,M16,M,16,211,Topotecan,7.5,uM,Sample,0.082470197
Org64,2,right,M17,M,17,434,Topotecan,5,uM,Sample,0.169630643
Org64,2,right,M18,M,18,1816,Topotecan,2,uM,Sample,0.709790893
Org64,2,right,M19,M,19,5054,Topotecan,1,uM,Sample,1.975376197
Org64,2,right,M20,M,20,7424,Topotecan,0.75,uM,Sample,2.901700215
Org64,2,right,M21,M,21,7461,Topotecan,0.5,uM,Sample,2.916161814
Org64,2,right,M22,M,22,5010,Topotecan,0.2,uM,Sample,1.95817862
Org64,2,right,M23,M,23,5858,Topotecan,0.1,uM,Sample,2.289622826
Org64,2,left,N2,N,2,6163,Media,0,uM,ctrl,1.770213988
Org64,2,left,N3,N,3,726,Doxorubicin,20,uM,Sample,0.208530806
Org64,2,left,N4,N,4,2012,Doxorubicin,10,uM,Sample,0.57791182
Org64,2,left,N5,N,5,3981,Doxorubicin,7.5,uM,Sample,1.143472641
Org64,2,left,N6,N,6,5769,Doxorubicin,5,uM,Sample,1.657044377
Org64,2,left,N7,N,7,7005,Doxorubicin,2,uM,Sample,2.012063766
Org64,2,left,N8,N,8,8019,Doxorubicin,1,uM,Sample,2.303317536
Org64,2,left,N9,N,9,8496,Doxorubicin,0.75,uM,Sample,2.440327445
Org64,2,left,N10,N,10,4109,Doxorubicin,0.5,uM,Sample,1.180238403
Org64,2,left,N11,N,11,5087,Doxorubicin,0.2,uM,Sample,1.461151802
Org64,2,left,N12,N,12,5378,Doxorubicin,0.1,uM,Sample,1.544736464
Org64,2,right,N13,N,13,5532,Media,0,uM,ctrl,2.162204417
Org64,2,right,N14,N,14,56,Mitomycin C,20,uM,ctrl,0.021887825
Org64,2,right,N15,N,15,13,Mitomycin C,10,uM,ctrl,0.005081102
Org64,2,right,N16,N,16,101,Mitomycin C,7.5,uM,ctrl,0.039476256
Org64,2,right,N17,N,17,1028,Mitomycin C,5,uM,ctrl,0.401797928
Org64,2,right,N18,N,18,4835,Mitomycin C,2,uM,ctrl,1.889779167
Org64,2,right,N19,N,19,5783,Mitomycin C,1,uM,ctrl,2.260308775
Org64,2,right,N20,N,20,6129,Mitomycin C,0.75,uM,ctrl,2.395544264
Org64,2,right,N21,N,21,5046,Mitomycin C,0.5,uM,ctrl,1.972249365
Org64,2,right,N22,N,22,6491,Mitomycin C,0.2,uM,ctrl,2.537033418
Org64,2,right,N23,N,23,6816,Mitomycin C,0.1,uM,ctrl,2.664060973
Org64,2,left,O3,O,3,4710,Gemcitabine,20,uM,Sample,1.352865144
Org64,2,left,O4,O,4,6401,Gemcitabine,10,uM,Sample,1.838575327
Org64,2,left,O5,O,5,5878,Gemcitabine,7.5,uM,Sample,1.688352722
Org64,2,left,O6,O,6,7209,Gemcitabine,5,uM,Sample,2.070659199
Org64,2,left,O7,O,7,5853,Gemcitabine,2,uM,Sample,1.681171909
Org64,2,left,O8,O,8,5657,Gemcitabine,1,uM,Sample,1.624874336
Org64,2,left,O9,O,9,5287,Gemcitabine,0.75,uM,Sample,1.518598305
Org64,2,left,O10,O,10,5648,Gemcitabine,0.5,uM,Sample,1.622289243
Org64,2,left,O11,O,11,5251,Gemcitabine,0.2,uM,Sample,1.508257935
Org64,2,left,O12,O,12,5927,Gemcitabine,0.1,uM,Sample,1.702427115
Org64,2,right,O14,O,14,10,Cetuximab,5,uM,Sample,0.00390854
Org64,2,right,O15,O,15,5,Cetuximab,2,uM,Sample,0.00195427
Org64,2,right,O16,O,16,9,Cetuximab,1,uM,Sample,0.003517686
Org64,2,right,O17,O,17,55,Cetuximab,0.75,uM,Sample,0.021496971
Org64,2,right,O18,O,18,1775,Cetuximab,0.5,uM,Sample,0.693765878
Org64,2,right,O19,O,19,3132,Cetuximab,0.2,uM,Sample,1.224154778
Org64,2,right,O20,O,20,3990,Cetuximab,0.1,uM,Sample,1.559507524
Org64,2,right,O21,O,21,2816,Cetuximab,0.1,uM,Sample,1.100644909
Org64,2,right,O22,O,22,4358,Cetuximab,0,uM,Sample,1.703341802
Org64,2,right,O23,O,23,5956,Cetuximab,0,uM,Sample,2.327926519
Org66,2,left,B3,B,3,135,Staurosporine,20,uM,ctrl,0.011289041
Org66,2,left,B4,B,4,223,Staurosporine,10,uM,ctrl,0.018647824
Org66,2,left,B5,B,5,247,Staurosporine,7.5,uM,ctrl,0.020654764
Org66,2,left,B6,B,6,338,Staurosporine,5,uM,ctrl,0.028264414
Org66,2,left,B7,B,7,323,Staurosporine,2,uM,ctrl,0.027010077
Org66,2,left,B8,B,8,290,Staurosporine,1,uM,ctrl,0.024250533
Org66,2,left,B9,B,9,258,Staurosporine,0.75,uM,ctrl,0.021574612
Org66,2,left,B10,B,10,526,Staurosporine,0.5,uM,ctrl,0.04398545
Org66,2,left,B11,B,11,3040,Staurosporine,0.2,uM,ctrl,0.254212485
Org66,2,left,B12,B,12,7308,Staurosporine,0.1,uM,ctrl,0.611113434
Org66,2,right,B14,B,14,7608,Carboplatin,20,uM,ctrl,3.317924117
Org66,2,right,B15,B,15,11129,Carboplatin,10,uM,ctrl,4.853467074
Org66,2,right,B16,B,16,12471,Carboplatin,7.5,uM,ctrl,5.438726559
Org66,2,right,B17,B,17,14176,Carboplatin,5,uM,ctrl,6.182293938
Org66,2,right,B18,B,18,14939,Carboplatin,2,uM,ctrl,6.515045792
Org66,2,right,B19,B,19,14039,Carboplatin,1,uM,ctrl,6.122546882
Org66,2,right,B20,B,20,13862,Carboplatin,0.75,uM,ctrl,6.04535543
Org66,2,right,B21,B,21,13544,Carboplatin,0.5,uM,ctrl,5.906672481
Org66,2,right,B22,B,22,14732,Carboplatin,0.2,uM,ctrl,6.424771042
Org66,2,right,B23,B,23,13981,Carboplatin,0.1,uM,ctrl,6.097252508
Org66,2,left,C2,C,2,10971,DMSO,0,uM,ctrl,0.917422754
Org66,2,left,C3,C,3,18294,5-Fluouracil,20,uM,Sample,1.529790526
Org66,2,left,C4,C,4,17706,5-Fluouracil,10,uM,Sample,1.480620479
Org66,2,left,C5,C,5,14662,5-Fluouracil,7.5,uM,Sample,1.226073504
Org66,2,left,C6,C,6,14214,5-Fluouracil,5,uM,Sample,1.188610612
Org66,2,left,C7,C,7,11974,5-Fluouracil,2,uM,Sample,1.001296149
Org66,2,left,C8,C,8,15586,5-Fluouracil,1,uM,Sample,1.30334072
Org66,2,left,C9,C,9,13936,5-Fluouracil,0.75,uM,Sample,1.165363549
Org66,2,left,C10,C,10,12960,5-Fluouracil,0.5,uM,Sample,1.083747962
Org66,2,left,C11,C,11,13675,5-Fluouracil,0.2,uM,Sample,1.143538069
Org66,2,left,C12,C,12,10952,5-Fluouracil,0.1,uM,Sample,0.915833926
Org66,2,right,C13,C,13,6447,DMSO,0,uM,ctrl,2.811600523
Org66,2,right,C14,C,14,6958,Docetaxel,20,uM,Sample,3.034452682
Org66,2,right,C15,C,15,5851,Docetaxel,10,uM,Sample,2.551679023
Org66,2,right,C16,C,16,5994,Docetaxel,7.5,uM,Sample,2.614042739
Org66,2,right,C17,C,17,5416,Docetaxel,5,uM,Sample,2.361971217
Org66,2,right,C18,C,18,4872,Docetaxel,2,uM,Sample,2.124727431
Org66,2,right,C19,C,19,4633,Docetaxel,1,uM,Sample,2.020497165
Org66,2,right,C20,C,20,4513,Docetaxel,0.75,uM,Sample,1.968163977
Org66,2,right,C21,C,21,4295,Docetaxel,0.5,uM,Sample,1.873092019
Org66,2,right,C22,C,22,3566,Docetaxel,0.2,uM,Sample,1.555167902
Org66,2,right,C23,C,23,3821,Docetaxel,0.1,uM,Sample,1.666375927
Org66,2,left,D2,D,2,12793,DMSO,0,uM,ctrl,1.069783
Org66,2,left,D3,D,3,14150,Leucovorin,20,uM,Sample,1.18325877
Org66,2,left,D4,D,4,13610,Leucovorin,10,uM,Sample,1.138102605
Org66,2,left,D5,D,5,13300,Leucovorin,7.5,uM,Sample,1.112179621
Org66,2,left,D6,D,6,13803,Leucovorin,5,uM,Sample,1.154241753
Org66,2,left,D7,D,7,13649,Leucovorin,2,uM,Sample,1.141363883
Org66,2,left,D8,D,8,13620,Leucovorin,1,uM,Sample,1.13893883
Org66,2,left,D9,D,9,13192,Leucovorin,0.75,uM,Sample,1.103148388
Org66,2,left,D10,D,10,13350,Leucovorin,0.5,uM,Sample,1.116360748
Org66,2,left,D11,D,11,14228,Leucovorin,0.2,uM,Sample,1.189781327
Org66,2,left,D12,D,12,10954,Leucovorin,0.1,uM,Sample,0.916001171
Org66,2,right,D13,D,13,11684,DMSO,0,uM,ctrl,5.095508068
Org66,2,right,D14,D,14,876,Cisplatin,20,uM,Sample,0.382032272
Org66,2,right,D15,D,15,5003,Cisplatin,10,uM,Sample,2.181857828
Org66,2,right,D16,D,16,4457,Cisplatin,7.5,uM,Sample,1.943741823
Org66,2,right,D17,D,17,5969,Cisplatin,5,uM,Sample,2.603139991
Org66,2,right,D18,D,18,9452,Cisplatin,2,uM,Sample,4.122110772
Org66,2,right,D19,D,19,10984,Cisplatin,1,uM,Sample,4.790231138
Org66,2,right,D20,D,20,11615,Cisplatin,0.75,uM,Sample,5.065416485
Org66,2,right,D21,D,21,11856,Cisplatin,0.5,uM,Sample,5.170518971
Org66,2,right,D22,D,22,12561,Cisplatin,0.2,uM,Sample,5.47797645
Org66,2,right,D23,D,23,16055,Cisplatin,0.1,uM,Sample,7.00174444
